resource_id,title,file_path,size_bytes,company,category,subtopic,estimated_minutes,xp_reward,revision_priority
"infosys-res-infosys_paid1","Infosys paid1","/resources/infosys/infosys_paid1.pdf",648545,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid2_1_","Infosys paid2 1","/resources/infosys/infosys_paid2_1_.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid2","Infosys paid2","/resources/infosys/infosys_paid2.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid9_1_","Infosys paid9 1","/resources/infosys/infosys_paid9_1_.pdf",791634,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid9","Infosys paid9","/resources/infosys/infosys_paid9.pdf",791634,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ppr_1_","Infosys ppr 1","/resources/infosys/infosys_ppr_1_.pdf",84957,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ppr","Infosys ppr","/resources/infosys/infosys_ppr.pdf",84957,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ppr1_1_","Infosys ppr1 1","/resources/infosys/infosys_ppr1_1_.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ppr1","Infosys ppr1","/resources/infosys/infosys_ppr1.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ppr2_1_","Infosys ppr2 1","/resources/infosys/infosys_ppr2_1_.pdf",342980,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ppr2","Infosys ppr2","/resources/infosys/infosys_ppr2.pdf",342980,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353964","5_6080132373402353964","/resources/infosys/5_6080132373402353964.pdf",287904,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353965","5_6080132373402353965","/resources/infosys/5_6080132373402353965.pdf",510512,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353966","5_6080132373402353966","/resources/infosys/5_6080132373402353966.pdf",824830,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353967","5_6080132373402353967","/resources/infosys/5_6080132373402353967.pdf",412069,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353968","5_6080132373402353968","/resources/infosys/5_6080132373402353968.pdf",373235,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353969","5_6080132373402353969","/resources/infosys/5_6080132373402353969.pdf",362407,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6080132373402353970","5_6080132373402353970","/resources/infosys/5_6080132373402353970.pdf",400976,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_previous_year","Infosys Previous Year","/resources/infosys/infosys_previous_year.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_seating_arrangements","Infosys Seating Arrangements","/resources/infosys/infosys_seating_arrangements.pdf",514914,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_verbal_ability_questions_www-mat","INFOSYS Verbal Ability Questions www matterhere com NRR 1","/resources/infosys/infosys_verbal_ability_questions_www-matterhere-com_nrr_1_.pdf",324042,"infosys","Verbal Ability","",30,50,"medium"
"infosys-res-infosys_verbal_english_question_","Infosys verbal English question","/resources/infosys/infosys_verbal_english_question_.docx",251705,"infosys","Verbal Ability","",30,50,"medium"
"infosys-res-infosys-1_1_","Infosys 1 1","/resources/infosys/infosys-1_1_.pdf",78022,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-1","Infosys 1","/resources/infosys/infosys-1.pdf",78022,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-2_1_","Infosys 2 1","/resources/infosys/infosys-2_1_.pdf",93641,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-2","Infosys 2","/resources/infosys/infosys-2.pdf",93641,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-3_1_","Infosys 3 1","/resources/infosys/infosys-3_1_.pdf",84957,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-3","Infosys 3","/resources/infosys/infosys-3.pdf",84957,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-4_1_","Infosys 4 1","/resources/infosys/infosys-4_1_.pdf",85218,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-4","Infosys 4","/resources/infosys/infosys-4.pdf",85218,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-5_1_","Infosys 5 1","/resources/infosys/infosys-5_1_.pdf",114889,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-5","Infosys 5","/resources/infosys/infosys-5.pdf",114889,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-6_1_","Infosys 6 1","/resources/infosys/infosys-6_1_.pdf",339996,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-6","Infosys 6","/resources/infosys/infosys-6.pdf",339996,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-7_1_","Infosys 7 1","/resources/infosys/infosys-7_1_.pdf",342980,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-7","Infosys 7","/resources/infosys/infosys-7.pdf",342980,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-paid-material-logical_1_","Infosys Paid Material Logical 1","/resources/infosys/infosys-paid-material-logical_1_.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-paid-material-logical","Infosys Paid Material Logical","/resources/infosys/infosys-paid-material-logical.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-paid-material-pro-1_1_","Infosys Paid Material Pro 1 1","/resources/infosys/infosys-paid-material-pro-1_1_.pdf",791634,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-paid-material-pro-1","Infosys Paid Material Pro 1","/resources/infosys/infosys-paid-material-pro-1.pdf",791634,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-placement-logical-reasoning-pape","Infosys Placement Logical Reasoning Papers 1","/resources/infosys/infosys-placement-logical-reasoning-papers_1_.pdf",82743,"infosys","Aptitude","",30,50,"medium"
"infosys-res-infosys-reasoning-questions-and-answers","Infosys Reasoning Questions and Answers","/resources/infosys/infosys-reasoning-questions-and-answers.pdf",110342,"infosys","Aptitude","",30,50,"medium"
"infosys-res-infosys1","infosys1","/resources/infosys/infosys1.pdf",125101,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6140928387096510510","5_6140928387096510510","/resources/infosys/5_6140928387096510510.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6310102385767219331","5_6310102385767219331","/resources/infosys/5_6310102385767219331.pdf",324042,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-edoc.site_infosys-paid-material-pro","edoc.site infosys paid material pro","/resources/infosys/edoc.site_infosys-paid-material-pro.pdf",1938231,"infosys","Previous Year Questions","",60,100,"medium"
"infosys-res-edoc.site_infosys-placement-papers","edoc.site infosys placement papers","/resources/infosys/edoc.site_infosys-placement-papers.pdf",3420314,"infosys","Previous Year Questions","",60,100,"medium"
"infosys-res-infosys_-_1","INFOSYS 1","/resources/infosys/infosys_-_1.docx",96165,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_-_2","INFOSYS 2","/resources/infosys/infosys_-_2.pdf",345203,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_-_3","INFOSYS 3","/resources/infosys/infosys_-_3.pdf",383584,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_-_4","INFOSYS 4","/resources/infosys/infosys_-_4.pdf",573805,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_ltd-systems_engineer_specialist_","Infosys Ltd Systems Engineer Specialist Role 05.09.2018","/resources/infosys/infosys_ltd-systems_engineer_specialist_role_05.09.2018.xlsx",161751,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1-1m","Infosys Paid Material Pro 1 1m","/resources/infosys/infosys_paid_material_pro_1-1m.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-placement-paper-2","Infosys Placement Paper 2","/resources/infosys/infosys-placement-paper-2.pdf",93641,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-placement-paper-3","Infosys Placement Paper 3","/resources/infosys/infosys-placement-paper-3.pdf",84962,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-placement-paper-4","Infosys Placement Paper 4","/resources/infosys/infosys-placement-paper-4.pdf",85212,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-placement-paper-5-2018","Infosys Placement Paper 5 2018","/resources/infosys/infosys-placement-paper-5-2018.pdf",114873,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-placement-sample-paper-4-1","Infosys Placement Sample Paper 4 1","/resources/infosys/infosys-placement-sample-paper-4-1.docx",17764,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-verbal","INFOSYS Verbal","/resources/infosys/infosys-verbal.docx",251705,"infosys","Verbal Ability","",30,50,"medium"
"infosys-res-infosys3","Infosys3","/resources/infosys/infosys3.pdf",339996,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys3_engineering108.com","infosys3 engineering108.com","/resources/infosys/infosys3_engineering108.com.pdf",101953,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys6","Infosys6","/resources/infosys/infosys6.pdf",84957,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosysa_paid","Infosysa paid","/resources/infosys/infosysa_paid.pdf",78022,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infy-quant-1","INFY Quant 1","/resources/infosys/infy-quant-1.docx",612618,"infosys","Aptitude","",30,50,"medium"
"infosys-res-pi_infosys_verbal_english_1-1","PI Infosys Verbal English 1 1","/resources/infosys/pi_infosys_verbal_english_1-1.pdf",1465188,"infosys","Verbal Ability","",60,100,"medium"
"infosys-res-infosys_very_important","Infosys Very Important","/resources/infosys/infosys_very_important.pdf",648545,"infosys","Previous Year Questions","",30,50,"medium"
"general-res-interview_questions_161pgs_","Interview questions 161pgs","/resources/general/interview_questions_161pgs_.pdf",480624,"general","Interview Prep","",30,50,"medium"
"general-res-interview_questions","interview questions","/resources/general/interview_questions.docx",24311,"general","Interview Prep","",30,50,"medium"
"lg-soft-res-lg_soft","LG soft","/resources/lg-soft/lg_soft.docx",21780,"lg-soft","Previous Year Questions","",30,50,"medium"
"lg-soft-res-lg","LG","/resources/lg-soft/lg.pdf",186589,"lg-soft","Previous Year Questions","",30,50,"medium"
"l-and-t-res-l_t_interview_questions","L T interview questions","/resources/l-and-t/l_t_interview_questions.docx",12271,"l-and-t","Interview Prep","",30,50,"medium"
"l-and-t-res-l_t_placement_aptitude_test_question_pap","L T Placement Aptitude Test Question Paper","/resources/l-and-t/l_t_placement_aptitude_test_question_paper.doc",258560,"l-and-t","Aptitude","",30,50,"medium"
"l-and-t-res-l_t","L T","/resources/l-and-t/l_t.docx",30956,"l-and-t","Previous Year Questions","",30,50,"medium"
"l-and-t-res-l_t_1","L T 1","/resources/l-and-t/l_t_1.docx",16820,"l-and-t","Previous Year Questions","",30,50,"medium"
"l-and-t-res-l_t_quants","L T quants","/resources/l-and-t/l_t_quants.docx",249362,"l-and-t","Aptitude","",30,50,"medium"
"l-and-t-res-l_t_test","L T Test","/resources/l-and-t/l_t_test.docx",18132,"l-and-t","Previous Year Questions","",30,50,"medium"
"l-and-t-res-l_t_topic","L T Topic","/resources/l-and-t/l_t_topic.docx",13461,"l-and-t","Previous Year Questions","",30,50,"medium"
"l-and-t-res-l_t_verbal_dbms","L T verbal DBMS","/resources/l-and-t/l_t_verbal_dbms.docx",36693,"l-and-t","Verbal Ability","",30,50,"medium"
"mindtree-res-5_6186171495283163178","5_6186171495283163178","/resources/mindtree/5_6186171495283163178.pdf",468114,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-copy_of_0_mindtree_grooming_notes","Copy of 0 Mindtree Grooming Notes","/resources/mindtree/copy_of_0_mindtree_grooming_notes.pdf",11773840,"mindtree","Interview Prep","",120,100,"medium"
"mindtree-res-imts_mindtree","IMTS Mindtree","/resources/mindtree/imts_mindtree.pdf",341699,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-imts-jd","imts jd","/resources/mindtree/imts-jd.pdf",240980,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-logical","LOGICAL","/resources/mindtree/logical.pdf",375678,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-mind_tree_1_","mind tree 1","/resources/mindtree/mind_tree_1_.pdf",468114,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-mindtree_aptitude","MindTree Aptitude","/resources/mindtree/mindtree_aptitude.pdf",872841,"mindtree","Aptitude","",30,50,"medium"
"mindtree-res-mindtree_coding","Mindtree coding","/resources/mindtree/mindtree_coding.pdf",793830,"mindtree","DSA","",30,50,"medium"
"mindtree-res-mindtree_quant_section","Mindtree Quant Section","/resources/mindtree/mindtree_quant_section.pdf",1203428,"mindtree","Aptitude","",60,100,"medium"
"mindtree-res-mindtree_programs","Mindtree Programs","/resources/mindtree/mindtree_programs.docx",20521,"mindtree","DSA","",30,50,"medium"
"mindtree-res-quantitative","QUANTITATIVE","/resources/mindtree/quantitative.pdf",468114,"mindtree","Aptitude","",30,50,"medium"
"mindtree-res-verbal_1","VERBAL 1","/resources/mindtree/verbal_1.pdf",230681,"mindtree","Verbal Ability","",30,50,"medium"
"mindtree-res-verbal_2","VERBAL 2","/resources/mindtree/verbal_2.pdf",314701,"mindtree","Verbal Ability","",30,50,"medium"
"mindtree-res-mindtree_logical_practice","Mindtree logical practice","/resources/mindtree/mindtree_logical_practice.pdf",375678,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-mindtree_logical_q_a","Mindtree logical q a","/resources/mindtree/mindtree_logical_q_a.pdf",375678,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-mindtree_programs_141018103751","Mindtree Programs 141018103751","/resources/mindtree/mindtree_programs_141018103751.docx",20521,"mindtree","DSA","",30,50,"medium"
"mindtree-res-mindtree-aptitude-questions-and-answers","Mindtree Aptitude Questions and Answers","/resources/mindtree/mindtree-aptitude-questions-and-answers.pdf",119190,"mindtree","Aptitude","",30,50,"medium"
"mindtree-res-mindtree-logical-reasoning-questions-and","Mindtree Logical Reasoning Questions and Answers","/resources/mindtree/mindtree-logical-reasoning-questions-and-answers.pdf",166376,"mindtree","Aptitude","",30,50,"medium"
"mindtree-res-mindtree-verbal-ability-questions-and-an","Mindtree Verbal Ability Questions and Answers","/resources/mindtree/mindtree-verbal-ability-questions-and-answers.pdf",170138,"mindtree","Verbal Ability","",30,50,"medium"
"mindtree-res-mindtreeqa","MindtreeQA","/resources/mindtree/mindtreeqa.pdf",468114,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-mindtree_english","MindTree English","/resources/mindtree/mindtree_english.pdf",230681,"mindtree","Verbal Ability","",30,50,"medium"
"mindtree-res-mindtree_logical","MindTree Logical","/resources/mindtree/mindtree_logical.pdf",375678,"mindtree","Previous Year Questions","",30,50,"medium"
"mindtree-res-pi_new_paid_mindtree_quants-1","PI New Paid MindTree Quants 1","/resources/mindtree/pi_new_paid_mindtree_quants-1.pdf",468114,"mindtree","Aptitude","",30,50,"medium"
"mphasis-res-5_6183999788019613736","5_6183999788019613736","/resources/mphasis/5_6183999788019613736.pdf",520724,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-amcat_computer_programming1","AMCAT Computer Programming1","/resources/mphasis/amcat_computer_programming1.pdf",560202,"mphasis","DSA","",30,50,"medium"
"mphasis-res-amcatcse-computerscience","AMCATCSE ComputerScience","/resources/mphasis/amcatcse-computerscience.pdf",300519,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-amcatenglish","AMCATENGLISH","/resources/mphasis/amcatenglish.pdf",859384,"mphasis","Verbal Ability","",30,50,"medium"
"mphasis-res-amcatlogical","AMCATLogical","/resources/mphasis/amcatlogical.pdf",685811,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-gm_amcat_quants","GM AMCAT QUANTS","/resources/mphasis/gm_amcat_quants.pdf",753464,"mphasis","Aptitude","",30,50,"medium"
"mphasis-res-mphasis_versant","Mphasis Versant","/resources/mphasis/mphasis_versant.pdf",159413,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-mphasis-aptitude-questions-and-answers","Mphasis Aptitude Questions and Answers","/resources/mphasis/mphasis-aptitude-questions-and-answers.pdf",137284,"mphasis","Aptitude","",30,50,"medium"
"mphasis-res-mphasis-logical-reasoning-questions-and-","Mphasis Logical Reasoning Questions and Answers","/resources/mphasis/mphasis-logical-reasoning-questions-and-answers.pdf",97650,"mphasis","Aptitude","",30,50,"medium"
"mphasis-res-mphasis-verbal-ability-questions-and-ans","Mphasis Verbal Ability Questions and Answers","/resources/mphasis/mphasis-verbal-ability-questions-and-answers.pdf",92229,"mphasis","Verbal Ability","",30,50,"medium"
"mphasis-res-mphasis","mphasis","/resources/mphasis/mphasis.pdf",520724,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-mphasisss","MPHASISSS","/resources/mphasis/mphasisss.pdf",520724,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-prepinsta_mphasis_apti_material_","Prepinsta Mphasis apti material","/resources/mphasis/prepinsta_mphasis_apti_material_.pdf",479196,"mphasis","Aptitude","",30,50,"medium"
"mphasis-res-prepinsta_mphasis_study_material","Prepinsta Mphasis study material","/resources/mphasis/prepinsta_mphasis_study_material.pdf",520724,"mphasis","Previous Year Questions","",30,50,"medium"
"mphasis-res-versant_round_mphasis","Versant Round Mphasis","/resources/mphasis/versant_round_mphasis.pdf",45921,"mphasis","Previous Year Questions","",30,50,"medium"
"general-res-nitk_placement_gyan_2015","NITK Placement Gyan 2015","/resources/general/nitk_placement_gyan_2015.pdf",6481348,"general","Previous Year Questions","",120,100,"medium"
"general-res-norman_lewis_-_word_power_made_easy_full","Norman Lewis Word Power Made Easy Fully Revised Expanded New Paperback Edition","/resources/general/norman_lewis_-_word_power_made_easy_fully_revised_expanded_new_paperback_edition_.pdf",22200495,"general","Verbal Ability","",120,100,"medium"
"general-res-placement_material_q_a","Placement material q a","/resources/general/placement_material_q_a.pdf",1254544,"general","Previous Year Questions","",60,100,"medium"
"pseudocode-res-pseudocode_test_2_cram_up","Pseudocode Test 2 cram up","/resources/pseudocode/pseudocode_test_2_cram_up.pdf",575188,"pseudocode","Core Subjects","",30,50,"medium"
"pseudocode-res-pseudocode_test_3","Pseudocode Test 3","/resources/pseudocode/pseudocode_test_3.pdf",374316,"pseudocode","Core Subjects","",30,50,"medium"
"pseudocode-res-pseudocode_test_4","Pseudocode Test 4","/resources/pseudocode/pseudocode_test_4.pdf",607091,"pseudocode","Core Subjects","",30,50,"medium"
"general-res-quant_questions_with_answers_","Quant questions with answers","/resources/general/quant_questions_with_answers_.pdf",2042035,"general","Aptitude","",60,100,"medium"
"robert-bosch-res-robert_bosch","Robert Bosch","/resources/robert-bosch/robert_bosch.docx",14151,"robert-bosch","Previous Year Questions","",30,50,"medium"
"general-res-series_aptitude_q_a_","Series aptitude q a","/resources/general/series_aptitude_q_a_.pdf",24215,"general","Aptitude","",30,50,"medium"
"sopra-steria-res-_faltu_english-placement-papers","#FALTU English Placement Papers","/resources/sopra-steria/_faltu_english-placement-papers.pdf",386439,"sopra-steria","Verbal Ability","",30,50,"medium"
"sopra-steria-res-_faltu_english","#FALTU english","/resources/sopra-steria/_faltu_english.pdf",118789,"sopra-steria","Verbal Ability","",30,50,"medium"
"sopra-steria-res-_faltu_sopra-steria-written-test-questio","#FALTU Sopra Steria Written Test Questions And Answers","/resources/sopra-steria/_faltu_sopra-steria-written-test-questions-and-answers.pdf",189072,"sopra-steria","Previous Year Questions","",30,50,"medium"
"sopra-steria-res-aptitude-test","Aptitude Test","/resources/sopra-steria/aptitude-test.pdf",346485,"sopra-steria","Aptitude","",30,50,"medium"
"sopra-steria-res-aptitude","Aptitude","/resources/sopra-steria/aptitude.pdf",33645,"sopra-steria","Aptitude","",30,50,"medium"
"sopra-steria-res-latest-sopra-steria-placement-interview-","Latest Sopra Steria Placement Interview Questions","/resources/sopra-steria/latest-sopra-steria-placement-interview-questions.pdf",77435,"sopra-steria","Interview Prep","",30,50,"medium"
"sopra-steria-res-reasoning-1","Reasoning 1","/resources/sopra-steria/reasoning-1.pdf",1666806,"sopra-steria","Aptitude","",60,100,"medium"
"sopra-steria-res-reasoning-test-placement-papers-1","Reasoning Test Placement Papers 1","/resources/sopra-steria/reasoning-test-placement-papers-1.pdf",377881,"sopra-steria","Aptitude","",30,50,"medium"
"sopra-steria-res-sopra-steria-previous-years-placement-qu","Sopra Steria Previous Years Placement Questions","/resources/sopra-steria/sopra-steria-previous-years-placement-questions.pdf",102576,"sopra-steria","Previous Year Questions","",30,50,"medium"
"sopra-steria-res-technical-subjects-placement-papers","Technical Subjects Placement Papers","/resources/sopra-steria/technical-subjects-placement-papers.pdf",359679,"sopra-steria","Core Subjects","",30,50,"medium"
"tcs-res-5_6095780438205268015","5_6095780438205268015","/resources/tcs/5_6095780438205268015.pdf",273810,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6141001354295902409","5_6141001354295902409","/resources/tcs/5_6141001354295902409.pdf",8660081,"tcs","Previous Year Questions","",120,100,"medium"
"tcs-res-5_6143314078220681350","5_6143314078220681350","/resources/tcs/5_6143314078220681350.pdf",321929,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6145644359971766390","5_6145644359971766390","/resources/tcs/5_6145644359971766390.pdf",332021,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6145644359971766391","5_6145644359971766391","/resources/tcs/5_6145644359971766391.pdf",691434,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6145644359971766392","5_6145644359971766392","/resources/tcs/5_6145644359971766392.pdf",288032,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6145644359971766393","5_6145644359971766393","/resources/tcs/5_6145644359971766393.pdf",295131,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6145647645621747812","5_6145647645621747812","/resources/tcs/5_6145647645621747812.pdf",350892,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6147506567596998827","5_6147506567596998827","/resources/tcs/5_6147506567596998827.pdf",47722,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6147506567596998828","5_6147506567596998828","/resources/tcs/5_6147506567596998828.pdf",194393,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6147898363103674556","5_6147898363103674556","/resources/tcs/5_6147898363103674556.pdf",180281,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6149760695282958465","5_6149760695282958465","/resources/tcs/5_6149760695282958465.pdf",194393,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161104670279336116","5_6161104670279336116","/resources/tcs/5_6161104670279336116.pdf",127382,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161104670279336117","5_6161104670279336117","/resources/tcs/5_6161104670279336117.pdf",111074,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161104670279336118","5_6161104670279336118","/resources/tcs/5_6161104670279336118.pdf",118497,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161150579184762997","5_6161150579184762997","/resources/tcs/5_6161150579184762997.pdf",125357,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161150579184762998","5_6161150579184762998","/resources/tcs/5_6161150579184762998.pdf",123476,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161150579184762999","5_6161150579184762999","/resources/tcs/5_6161150579184762999.pdf",116782,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6161150579184763000","5_6161150579184763000","/resources/tcs/5_6161150579184763000.pdf",103208,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6163505342249435298","5_6163505342249435298","/resources/tcs/5_6163505342249435298.docx",16073,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-5_6195050128986865824","5_6195050128986865824","/resources/tcs/5_6195050128986865824.docx",248460,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-aptitude_ques_and_solutions_","Aptitude ques and solutions","/resources/tcs/aptitude_ques_and_solutions_.pdf",691434,"tcs","Aptitude","",30,50,"medium"
"tcs-res-face_prep_tcs_material_20_q_a","Face prep tcs material 20 q a","/resources/tcs/face_prep_tcs_material_20_q_a.pdf",476791,"tcs","Previous Year Questions","",30,50,"medium"
"tcs-res-face_tcs_verbal_ability_10_q","FACE tcs verbal ability 10 q","/resources/tcs/face_tcs_verbal_ability_10_q.pdf",158659,"tcs","Verbal Ability","",30,50,"medium"
"tcs-res-prepinsta_tcs_prepster_basic_and_study_m","Prepinsta TCS PrepSter Basic and study materials quant","/resources/tcs/prepinsta_tcs_prepster_basic_and_study_materials_quant.pdf",871855,"tcs","Aptitude","",30,50,"medium"
"tcs-res-pro_tcs_technical_paid_paper","Pro TCS Technical Paid Paper","/resources/tcs/pro_tcs_technical_paid_paper.pdf",263824,"tcs","Core Subjects","",30,50,"medium"
"tcs-res-tcs_aptitude_paid","TCS Aptitude Paid","/resources/tcs/tcs_aptitude_paid.pdf",5705713,"tcs","Aptitude","",120,100,"medium"
"tcs-res-tcs_ninja_-_quantitative_aptitude_2","TCS Ninja Quantitative Aptitude 2","/resources/tcs/tcs_ninja_-_quantitative_aptitude_2.docx",552843,"tcs","Aptitude","",30,50,"medium"
"tcs-res-tcs_ninja_-_quantitative_aptitude_3_r_","TCS Ninja Quantitative Aptitude 3 R","/resources/tcs/tcs_ninja_-_quantitative_aptitude_3_r_.docx",601290,"tcs","Aptitude","",30,50,"medium"
"tcs-res-tcs_ninja_-_quantitative_aptitude_4","TCS Ninja Quantitative Aptitude 4","/resources/tcs/tcs_ninja_-_quantitative_aptitude_4.docx",449982,"tcs","Aptitude","",30,50,"medium"
"tcs-res-tcs_ninja_-_quantitative_aptitude_5","TCS Ninja Quantitative Aptitude 5","/resources/tcs/tcs_ninja_-_quantitative_aptitude_5.docx",254254,"tcs","Aptitude","",30,50,"medium"
"tcs-res-tcs_ninja_-_quantitative_aptitude_6","TCS Ninja Quantitative Aptitude 6","/resources/tcs/tcs_ninja_-_quantitative_aptitude_6.docx",2066915,"tcs","Aptitude","",60,100,"medium"
"tcs-res-tcs_ninja_-_verbal_ability_2","TCS Ninja Verbal Ability 2","/resources/tcs/tcs_ninja_-_verbal_ability_2.docx",250390,"tcs","Verbal Ability","",30,50,"medium"
"tcs-res-tcs_ninja_-_verbal_ability_3","TCS Ninja Verbal Ability 3","/resources/tcs/tcs_ninja_-_verbal_ability_3.docx",248995,"tcs","Verbal Ability","",30,50,"medium"
"tcs-res-tcs_ninja_-_verbal_ability_4","TCS Ninja Verbal Ability 4","/resources/tcs/tcs_ninja_-_verbal_ability_4.docx",248460,"tcs","Verbal Ability","",30,50,"medium"
"tcs-res-tcs_ninja_-_verbal_ability_5_r_","TCS Ninja Verbal Ability 5 R","/resources/tcs/tcs_ninja_-_verbal_ability_5_r_.docx",547108,"tcs","Verbal Ability","",30,50,"medium"
